max_power,engine,mileage,selling_price
67.04,998.0,20.51,12.994530005894443
74.0,1248.0,25.2,13.180632285528304
67.04,998.0,23.1,13.060487973686241
62.1,2523.0,15.96,13.321214236149494
64.0,1061.0,18.2,11.918390573078392
98.79,1399.0,13.7,12.765688433465597
67.04,998.0,20.51,12.89921982609012
75.0,1248.0,19.5,12.542544882151386
74.0,1248.0,25.2,12.896716695872
82.4,1248.0,19.41689295516926,10.308952660644293
88.76,1396.0,21.27,12.84792653170257
103.5,1598.0,14.3,13.37700559577791
83.8,1461.0,20.45,12.959844447906553
141.0,1968.0,20.6,13.9108207377686
94.93,1194.0,18.5,13.458835614025542
74.02,1248.0,28.4,13.38472764187182
68.05,998.0,20.3,12.765688433465597
190.0,1995.0,16.78,15.501909511534503
67.04,998.0,23.1,12.706847933442663
47.3,796.0,24.7,12.560244459250788
81.86,1197.0,18.9,13.122363377404328
63.0,2523.0,13.6,12.388394202324129
94.68,1194.0,19.0,13.458835614025542
67.05,998.0,23.95,12.560244459250788
81.83,1197.0,18.6,12.676076274775909
218.0,1995.0,16.73,13.815510557964274
103.5,1598.0,20.5,13.028052697933088
71.0,1120.0,24.4,13.081541382884074
88.5,1248.0,28.09,13.527828485512494
171.5,2755.0,11.36,14.403297222866392
68.05,1086.0,19.81,12.948009990259552
138.03,1798.0,14.28,13.345506928718539
47.3,796.0,22.74,12.043553716032399
70.0,1405.0,19.4,11.918390573078392
88.73,1396.0,22.54,13.458835614025542
102.0,2494.0,12.8,13.081541382884074
73.97,1186.0,24.0,13.017002861746503
56.3,936.0,25.44,12.206072645530174
103.5,1598.0,20.5,12.926348493478372
88.5,1248.0,28.09,13.697852514496041
108.45,1461.0,19.01,13.16158409055761
139.01,2200.0,17.0,13.226723392728571
138.1,2179.0,13.93,12.206072645530174
190.0,1995.0,16.78,15.520258650202699
68.05,1086.0,19.81,12.409013489526863
78.9,1197.0,20.36,12.180754837545884
100.57,2494.0,12.99,13.652991628466498
83.14,1197.0,20.85,13.017002861746503
81.8,1197.0,21.21,13.42984807715229
62.1,1086.0,17.92,12.409013489526863
78.9,1197.0,16.95,12.185869938212655
126.32,1582.0,22.32,13.049792684569493
99.0,1498.0,25.83,13.38472764187182
46.3,796.0,19.7,11.77528972943772
147.9,2179.0,15.05,13.122363377404328
74.0,1248.0,27.39,13.514405465180353
98.96,1498.0,23.0,13.764217263576723
108.5,1339.0,20.0,12.429216196844383
88.7,1199.0,18.2,13.217673557208654
83.8,1461.0,19.87,13.38472764187182
170.0,2143.0,14.84,14.253765488895429
204.0,2143.0,15.0,14.808762330974558
74.0,1248.0,26.59,13.38472764187182
81.86,1197.0,20.7,13.217673557208654
88.76,1199.0,19.0,13.565766324852886
88.5,1248.0,26.21,13.304684934198283
88.8,1248.0,20.77,13.304684934198283
98.6,1498.0,26.0,13.304684934198283
108.495,1498.0,22.0,13.304684934198283
126.32,1582.0,22.32,13.864300722133706
81.8,1197.0,22.0,13.304684934198283
190.0,1969.0,18.0,15.150511624696614
147.8,2393.0,13.68,14.28551418721001
62.1,1086.0,17.92,11.652678711655406
85.8,1197.0,18.5,12.765688433465597
121.0,1497.0,17.3,14.187074114396758
73.9,1248.0,21.1,12.524526376648708
74.0,1248.0,25.2,13.448785278172041
177.0,1999.0,13.6,14.812828128480803
81.86,1197.0,17.4,13.45166712454693
67.05,1364.0,23.59,13.142164043914272
82.4,1248.0,19.41689295516926,11.884489021402711
73.97,1186.0,24.0,12.923909999653127
147.9,1991.0,11.5,13.122363377404328
100.6,2494.0,12.99,13.527828485512494
67.04,998.0,20.51,12.971540487669746
120.0,2179.0,12.05,13.122363377404328
94.68,1194.0,19.0,13.487006490992238
67.0,1399.0,17.8,12.154779351142624
46.3,796.0,19.7,11.56171562913966
82.4,1248.0,19.41689295516926,11.695247021764184
120.0,2179.0,12.05,12.611537753638338
82.4,1248.0,19.41689295516926,10.933106969717286
170.0,2148.0,10.0,14.28551418721001
73.9,1248.0,19.3,12.100712129872347
35.0,796.0,14.0,11.289781913656018
67.04,1364.0,23.59,12.973861048897579
55.2,814.0,21.1,12.206072645530174
46.3,796.0,19.7,11.461632170582678
147.8,2393.0,13.68,14.214286677921642
82.4,1248.0,19.41689295516926,12.611537753638338
82.0,1197.0,19.1,13.321214236149494
138.03,2179.0,13.93,12.873902018105829
140.0,2179.0,16.0,14.115615150414612
46.3,796.0,19.7,11.736069016284437
138.1,2179.0,11.57,12.611537753638338
60.0,993.0,17.3,10.915088464214607
74.0,1248.0,26.8,13.345506928718539
125.0,1794.0,13.4,11.884489021402711
102.0,2494.0,12.8,13.458835614025542
126.2,1582.0,23.9,13.527828485512494
120.0,1997.0,15.4,13.353475098367715
67.0,1061.0,18.9,12.206072645530174
67.1,998.0,19.0,11.982929094215963
69.0,1396.0,23.03,12.4130868149145
55.2,814.0,21.1,12.013700752882718
150.0,1984.0,16.8,14.721750953984929
88.73,1496.0,16.78,13.199324418540456
214.56,2487.0,22.37,15.454507272639919
113.42,1497.0,17.7,12.983099011217604
85.0,1396.0,12.8,11.407564949312402
81.8,1197.0,22.0,13.304684934198283
88.7,1199.0,18.2,13.304684934198283
134.1,2143.0,19.7,14.533838037054517
67.05,998.0,21.79,12.323855681186558
73.74,1248.0,18.2,13.122363377404328
73.97,1186.0,25.4,13.060487973686241
99.0,1498.0,25.83,12.826649133255284
37.0,796.0,16.1,10.714417768752456
68.0,1086.0,20.3,12.948009990259552
140.0,2179.0,15.1,13.458835614025542
82.4,1248.0,19.41689295516926,12.89921982609012
81.86,1197.0,18.9,13.071070083016778
83.8,1461.0,21.04,13.304684934198283
171.5,2755.0,11.36,14.304090572782945
261.4,2993.0,17.09,15.578527558326675
82.0,1198.0,18.15,12.89921982609012
88.73,1396.0,22.54,13.507625778194974
138.1,2956.0,13.93,13.017002861746503
98.63,1498.0,24.4,13.527828485512494
88.73,1396.0,22.54,13.38472764187182
60.0,993.0,17.3,11.695247021764184
118.0,1497.0,17.0,13.017002861746503
76.0,1198.0,19.34,12.611537753638338
88.5,1248.0,26.21,13.458835614025542
126.32,1582.0,22.32,12.976180867226248
108.45,1461.0,19.01,12.676076274775909
47.3,796.0,22.74,12.100712129872347
81.8,1197.0,21.21,13.353475098367715
85.8,1298.0,17.5,12.779873068457553
100.0,1493.0,17.21,12.611537753638338
81.83,1197.0,18.6,13.253391639810733
88.7,1396.0,21.38,13.864300722133706
147.94,2179.0,14.1,13.128345449081877
84.0,1199.0,20.3,13.017002861746503
121.0,1497.0,17.3,14.187074114396758
82.9,1197.0,18.5,12.84792653170257
67.05,1364.0,23.59,13.253391639810733
67.1,998.0,18.9,11.982929094215963
174.57,2999.0,13.8,14.808762330974558
83.0,1341.0,15.3,11.461632170582678
73.97,1186.0,24.0,13.017002861746503
100.0,1493.0,18.49,13.507625778194974
108.6,1498.0,22.27,13.710150042306449
34.2,796.0,16.8,12.100712129872347
81.8,1197.0,21.21,13.304684934198283
67.1,998.0,18.9,12.100712129872347
102.0,2494.0,12.8,12.765688433465597
85.0,1298.0,15.9,11.156250521031495
82.4,1248.0,19.41689295516926,12.487485104968359
93.7,2489.0,14.95,12.644327576461329
67.04,998.0,23.1,12.971540487669746
73.9,1248.0,19.3,12.577636201962656
81.8,1197.0,21.21,12.736700896592344
73.97,1186.0,24.0,13.028052697933088
46.3,796.0,19.7,11.76756768334381
69.0,1396.0,19.09,12.043553716032399
108.495,1498.0,22.0,13.345506928718539
67.0,1198.0,20.62,12.611537753638338
67.1,998.0,20.92,11.982929094215963
88.73,1396.0,22.54,13.527828485512494
79.4,1199.0,18.6,12.429216196844383
74.0,1248.0,26.59,13.321214236149494
83.11,1197.0,20.4,13.017002861746503
63.0,2523.0,13.6,12.765688433465597
153.86,2179.0,17.6,14.077874822431765
63.0,2523.0,13.6,12.66032791780777
88.76,1248.0,20.77,13.304684934198283
190.0,1969.0,18.0,15.150511624696614
67.1,998.0,18.2,11.350406535472453
81.86,1197.0,20.7,13.560618308335483
100.0,2494.0,12.99,13.721199878493033
102.0,2494.0,12.8,13.527828485512494
115.0,2179.0,13.5,12.948009990259552
75.0,999.0,18.78,13.244581010128577
90.0,1396.0,21.9,12.765688433465597
126.2,1582.0,17.01,13.864300722133706
47.3,796.0,22.74,12.154779351142624
73.75,1198.0,17.0,13.122363377404328
60.0,993.0,17.3,10.819778284410283
81.83,1197.0,18.6,13.409044949522526
47.3,796.0,22.74,12.235631447771718
67.0,998.0,20.51,13.071070083016778
67.04,998.0,20.51,12.793859310432293
116.3,1497.0,16.8,13.081541382884074
81.83,1197.0,18.6,13.217673557208654
83.8,1461.0,19.87,13.527828485512494
69.0,1396.0,19.09,11.918390573078392
190.0,1969.0,18.0,15.150511624696614
190.0,1995.0,22.69,14.77102200299171
85.8,1298.0,17.5,12.301382825334498
73.9,1199.0,22.07,12.429216196844383
47.3,796.0,22.74,12.254862809699606
88.76,1396.0,22.54,13.633988681340885
100.6,2494.0,12.99,12.89921982609012
88.73,1396.0,22.54,13.42984807715229
126.32,1582.0,22.32,12.994530005894443
67.0,999.0,23.01,12.506177237980511
63.0,995.0,16.5,11.002099841204238
140.0,2179.0,15.1,13.592367006650065
88.8,1248.0,21.12,12.206072645530174
67.1,998.0,20.92,12.206072645530174
84.0,1199.0,20.3,13.17115354157376
53.3,799.0,25.17,12.468436909997665
75.0,1248.0,17.8,12.468436909997665
88.7,1248.0,20.65,13.091902108061824
87.2,1364.0,21.43,12.611537753638338
88.5,1248.0,23.65,13.337474757021274
62.1,2523.0,15.96,13.017002861746503
70.0,1405.0,17.0,12.345830240069793
88.73,1396.0,22.54,13.071070083016778
73.9,1248.0,19.3,12.644327576461329
67.0,1061.0,18.9,11.918390573078392
81.86,1197.0,18.9,13.081541382884074
88.8,1248.0,20.77,13.304684934198283
152.0,2354.0,10.1,12.691580461311874
82.4,1248.0,19.41689295516926,12.524526376648708
190.0,1969.0,18.0,15.150511624696614
81.8,1197.0,22.0,13.39239051461739
88.5,1248.0,24.3,13.554145793829866
53.3,799.0,25.17,12.736700896592344
121.0,1497.0,17.3,13.997832114758229
73.0,1196.0,15.37,12.706847933442663
68.0,1399.0,20.0,11.877568578558138
81.8,1197.0,22.0,13.458835614025542
98.6,1498.0,26.0,13.304684934198283
177.6,2354.0,12.8,13.304684934198283
100.6,2494.0,12.99,13.710150042306449
73.94,1248.0,23.2,12.388394202324129
57.6,936.0,25.44,11.813030057420567
177.0,1999.0,19.33,14.978661367769956
103.5,1598.0,14.3,13.37700559577791
63.0,2523.0,15.96,12.736700896592344
67.0,998.0,21.63,12.886641043883259
62.1,2523.0,15.96,13.304684934198283
88.7,1199.0,18.2,13.217673557208654
67.05,1364.0,23.59,13.567049198665774
78.9,1197.0,20.36,11.84939770159144
82.0,1197.0,18.9,12.821258284620408
177.0,1999.0,19.33,14.978661367769956
37.0,796.0,16.1,11.002099841204238
78.9,1197.0,20.36,12.429216196844383
94.0,1590.0,15.4,10.819778284410283
100.0,2494.0,12.99,13.652991628466498
88.7,1199.0,17.5,13.652991628466498
81.86,1197.0,18.6,13.487006490992238
120.0,1997.0,15.4,13.592367006650065
81.8,1197.0,21.21,13.500799813124575
82.4,1248.0,19.41689295516926,12.89921982609012
184.0,2231.0,12.12,13.458835614025542
117.3,1497.0,17.4,13.383187995686226
214.56,2487.0,22.37,15.454507272639919
88.5,1248.0,24.52,13.710150042306449
67.05,998.0,21.79,12.323855681186558
73.9,1199.0,22.07,12.611537753638338
88.5,1248.0,24.3,13.710150042306449
68.05,1086.0,19.81,12.138863895836725
82.4,1248.0,19.41689295516926,13.304684934198283
153.86,2179.0,17.6,13.997832114758229
95.0,2489.0,13.0,12.611537753638338
55.2,814.0,21.1,12.388394202324129
85.8,1197.0,18.6,12.542544882151386
120.0,2179.0,16.36,14.09692301740246
100.0,1493.0,17.21,12.90669184092882
126.2,1582.0,17.01,13.9108207377686
153.86,2179.0,17.6,14.183619879528669
83.8,1461.0,20.45,13.337474757021274
94.68,1194.0,19.0,13.458835614025542
74.0,1248.0,23.4,13.017002861746503
75.0,1248.0,18.4,12.100712129872347
82.0,1198.0,18.15,12.971540487669746
88.8,1396.0,21.9,12.751299696013497
47.3,796.0,22.74,12.254862809699606
57.6,936.0,25.44,12.30591798049989
67.1,998.0,18.9,12.736700896592344
47.3,796.0,22.74,12.628067055589549
71.0,1405.0,17.0,12.206072645530174
100.0,1493.0,18.49,13.359804233419363
37.0,796.0,16.1,10.714417768752456
110.0,1493.0,16.8,12.154779351142624
74.0,1248.0,22.9,12.89921982609012
85.0,1197.0,16.1,13.102160670086809
94.0,1495.0,13.2,11.918390573078392
94.93,1194.0,20.4,13.337474757021274
116.4,1497.0,16.8,13.017002861746503
190.0,1995.0,16.78,15.520258650202699
84.0,1199.0,23.84,13.122363377404328
214.56,2487.0,22.37,15.454507272639919
88.73,1396.0,22.54,13.527828485512494
85.8,1197.0,17.5,12.765688433465597
67.0,998.0,20.51,13.012548511397123
81.86,1197.0,18.9,13.217673557208654
46.3,796.0,19.7,11.695247021764184
37.0,796.0,16.1,10.46310334047155
194.0,1950.0,0.0,15.009433026436708
64.4,1193.0,16.84,11.350406535472453
84.0,1199.0,20.3,13.217673557208654
74.0,1248.0,25.2,12.886641043883259
47.3,796.0,22.74,12.388394202324129
75.0,1199.0,20.86,12.691580461311874
168.5,2982.0,12.55,14.346138809026444
88.5,1248.0,24.3,13.664687668229691
88.76,1248.0,20.77,13.38472764187182
138.1,2179.0,11.57,12.611537753638338
88.76,1199.0,19.0,13.565766324852886
187.4,2354.0,12.0,14.316285845876763
55.2,814.0,21.1,11.84939770159144
103.5,1598.0,14.3,13.37700559577791
88.7,1396.0,22.1,13.864300722133706
190.0,1969.0,18.0,15.150511624696614
70.0,1405.0,19.1,12.89921982609012
46.3,796.0,19.7,12.180754837545884
78.9,1197.0,17.71,13.215853720491667
108.45,1461.0,19.64,13.217673557208654
85.8,1298.0,17.5,12.388394202324129
98.59,1498.0,22.77,13.304684934198283
171.5,2755.0,11.36,14.403297222866392
81.86,1197.0,17.19,13.304684934198283
110.0,1493.0,16.8,12.644327576461329
190.0,1969.0,18.0,15.150511624696614
78.9,1498.0,23.8,13.458835614025542
175.56,2477.0,13.5,14.48333993053993
140.0,2179.0,15.1,13.304684934198283
67.04,998.0,23.1,12.84792653170257
98.59,1498.0,22.77,13.652991628466498
62.1,2523.0,15.96,13.592367006650065
81.86,1197.0,18.9,13.217673557208654
80.84,2650.0,17.0,13.652991628466498
78.0,1497.0,17.7,12.254862809699606
138.03,1798.0,14.28,13.345506928718539
170.0,1956.0,17.1,14.430696197054507
88.73,1396.0,22.54,13.262125319779487
88.7,1193.0,17.57,12.89921982609012
63.1,1461.0,23.08,12.254862809699606
88.5,1248.0,28.09,13.840203170554645
100.6,2494.0,12.99,13.715690222682063
88.73,1496.0,16.78,13.345506928718539
74.0,1199.0,16.2,13.304684934198283
103.6,1498.0,21.66,12.89921982609012
138.03,2179.0,13.93,12.89921982609012
88.73,1396.0,22.54,13.262125319779487
95.0,2489.0,14.0,12.886641043883259
74.0,1248.0,27.39,13.507625778194974
82.4,1248.0,19.41689295516926,12.611537753638338
88.5,1248.0,24.3,13.592367006650065
81.83,1197.0,18.6,13.253391639810733
73.97,1186.0,25.4,13.253391639810733
100.0,1493.0,18.49,13.493926933836812
121.3,1591.0,17.0,13.805460222110773
74.0,1248.0,22.3,11.695247021764184
53.3,799.0,25.17,12.644327576461329
65.0,1172.0,0.0,11.813030057420567
140.0,2179.0,15.1,13.764217263576723
76.0,1198.0,19.34,13.235692062711331
86.8,1196.0,18.16,13.180632285528304
103.5,1598.0,14.3,13.37700559577791
82.4,1248.0,19.41689295516926,11.951180395901384
177.0,1999.0,13.6,14.780591454007862
181.04,1991.0,14.74,14.808762330974558
60.0,993.0,17.3,11.002099841204238
190.0,1995.0,18.12,14.978661367769956
88.5,1248.0,24.3,13.592367006650065
177.0,1999.0,13.6,14.780591454007862
118.0,1497.0,17.0,12.765688433465597
74.0,1248.0,23.4,12.873902018105829
47.3,796.0,22.74,12.100712129872347
69.0,1396.0,25.0,11.77528972943772
147.8,2393.0,13.68,14.328334184392938
140.0,2179.0,15.1,13.527828485512494
69.0,1396.0,25.0,12.468436909997665
66.1,998.0,19.0,12.757080058928997
74.02,1248.0,28.4,13.458835614025542
140.0,2179.0,16.0,13.652991628466498
63.12,1461.0,23.08,12.487485104968359
82.4,1248.0,19.41689295516926,11.502875129116727
80.0,1197.0,18.5,12.676076274775909
98.6,1498.0,27.3,13.38472764187182
214.56,2487.0,22.37,15.454507272639919
82.4,1248.0,19.41689295516926,12.287652632522597
70.0,1405.0,17.0,11.409529684621988
170.0,2148.0,10.0,14.470436525704022
69.0,1047.0,27.28,13.017002861746503
94.93,1194.0,20.4,13.444446876573442
121.3,1591.0,15.74,13.071070083016778
82.4,1248.0,19.41689295516926,12.611537753638338
69.0,1396.0,23.03,12.464583340681674
99.0,1498.0,25.83,13.180632285528304
55.2,814.0,21.1,12.506177237980511
63.0,2523.0,18.06,13.698976741708323
82.4,1199.0,18.2,12.765688433465597
105.0,1896.0,15.0,12.89921982609012
103.2,1586.0,16.51,12.594730635321957
82.4,1248.0,19.41689295516926,10.915088464214607
47.3,796.0,22.74,12.429216196844383
67.05,1198.0,19.02,13.017002861746503
75.0,1248.0,18.0,11.736069016284437
81.86,1197.0,18.6,13.321214236149494
82.0,1198.0,18.15,13.017002861746503
88.7,1199.0,18.2,13.217673557208654
118.0,1497.0,17.0,12.793859310432293
140.0,2179.0,16.0,13.9108207377686
81.83,1197.0,18.6,13.287877815881902
66.1,998.0,19.0,12.013700752882718
86.8,1196.0,18.12,13.253391639810733
55.2,814.0,21.1,12.429216196844383
67.0,1399.0,17.8,12.706847933442663
82.9,1341.0,14.2,11.608235644774552
138.0,2179.0,13.93,12.611537753638338
88.5,1248.0,24.52,13.58609739363647
103.52,1498.0,21.14,13.071070083016778
88.76,1248.0,20.77,12.89921982609012
81.8,1197.0,22.0,13.369223455335854
178.0,2477.0,13.5,14.038654109278484
71.0,1405.0,19.0,11.813030057420567
75.0,2523.0,15.4,13.487006490992238
197.0,3198.0,10.91,14.639686000930624
81.86,1197.0,18.9,13.017002861746503
88.7,1193.0,17.57,12.89921982609012
82.4,1248.0,19.41689295516926,12.254862809699606
88.7,1368.0,14.6,11.918390573078392
121.3,1591.0,17.01,13.526494262499357
72.0,999.0,20.0,13.38472764187182
67.0,998.0,21.63,12.429216196844383
81.8,1197.0,20.4,13.122363377404328
74.0,1248.0,22.9,12.834681304952548
67.04,998.0,20.51,12.676076274775909
67.1,998.0,18.9,12.185869938212655
280.0,3604.0,9.5,15.226497531674536
81.83,1197.0,18.6,13.217673557208654
168.5,2982.0,12.55,14.375126345899696
74.0,1248.0,22.95,13.038979594549872
67.1,998.0,19.0,12.154779351142624
90.0,1396.0,23.0,12.765688433465597
98.6,1498.0,26.0,13.493926933836812
98.59,1498.0,22.77,13.122363377404328
81.86,1197.0,18.9,13.122363377404328
83.11,1197.0,20.4,12.89921982609012
88.5,1248.0,24.3,13.592367006650065
37.0,796.0,16.1,10.645424897265505
55.2,814.0,21.1,12.429216196844383
120.0,2179.0,12.05,13.422467969854667
81.86,1197.0,20.14,13.122363377404328
105.0,1598.0,20.5,12.706847933442663
98.59,1498.0,22.77,13.304684934198283
70.0,1493.0,16.5,13.42984807715229
67.1,1364.0,23.59,12.765688433465597
82.4,1248.0,19.41689295516926,12.66032791780777
142.0,1991.0,13.6,12.706847933442663
108.45,1461.0,19.01,12.89921982609012
62.1,2523.0,15.96,12.971540487669746
62.1,2523.0,15.96,13.217673557208654
82.4,1248.0,19.41689295516926,11.695247021764184
84.0,1199.0,23.84,13.16158409055761
37.0,796.0,16.1,10.714417768752456
126.2,1582.0,19.67,13.955272500339433
100.0,1493.0,18.49,13.458835614025542
88.73,1396.0,22.54,13.329377546788654
160.0,1798.0,14.3,12.611537753638338
126.32,1582.0,22.32,13.038979594549872
73.9,1248.0,19.3,12.765688433465597
67.0,1399.0,19.68,12.706847933442663
74.0,1248.0,27.39,13.514405465180353
53.0,799.0,22.7,12.345830240069793
75.0,1248.0,17.8,12.128111104060462
81.86,1197.0,20.14,13.17115354157376
88.5,1248.0,28.09,13.38472764187182
177.0,1999.0,19.33,14.978661367769956
190.0,1995.0,16.78,15.520258650202699
67.04,998.0,20.51,12.834681304952548
126.3,1582.0,22.32,13.017002861746503
138.1,2179.0,13.7,13.122363377404328
88.7,1199.0,18.2,13.217673557208654
147.94,2179.0,14.1,13.128345449081877
70.0,1196.0,15.6,12.345830240069793
82.0,1197.0,18.9,13.142164043914272
68.0,1399.0,20.0,12.611537753638338
64.1,1461.0,20.8,13.527828485512494
81.8,1197.0,22.0,13.321214236149494
68.0,1388.0,16.6,11.820410164718188
82.85,1197.0,18.5,12.84792653170257
67.06,1364.0,23.59,12.691580461311874
140.0,2179.0,16.0,13.764217263576723
102.5,1598.0,13.24,13.458835614025542
81.8,1197.0,20.4,13.122363377404328
67.05,998.0,21.79,12.128111104060462
93.7,1373.0,16.02,13.560618308335483
110.4,1499.0,15.85,13.415032991367148
74.0,1248.0,28.4,13.353475098367715
98.59,1498.0,22.77,13.304684934198283
88.7,1498.0,20.14,13.235692062711331
46.3,796.0,19.7,11.407564949312402
85.8,1298.0,17.5,12.429216196844383
81.83,1197.0,18.6,13.39239051461739
140.0,2179.0,15.1,13.199324418540456
190.0,1969.0,18.0,15.150511624696614
138.1,2179.0,13.93,12.611537753638338
126.2,1582.0,22.7,13.710150042306449
120.0,1997.0,15.4,13.9108207377686
88.76,1248.0,21.02,12.506177237980511
147.94,2179.0,14.1,13.128345449081877
203.0,2143.0,14.21,14.28551418721001
67.05,998.0,21.79,12.323855681186558
98.96,1498.0,23.0,13.77468856344402
70.0,2523.0,0.0,13.428376406540833
122.4,1896.0,16.6,12.429216196844383
46.3,796.0,19.7,11.512925464970229
63.0,2523.0,13.6,12.84792653170257
47.3,796.0,22.74,12.468436909997665
190.0,1969.0,18.0,15.150511624696614
71.01,1120.0,24.4,12.834681304952548
126.32,1582.0,22.32,13.458835614025542
70.0,1196.0,15.6,12.429216196844383
63.0,2523.0,13.6,12.765688433465597
62.1,2523.0,15.96,13.487006490992238
83.8,1461.0,20.45,13.304684934198283
74.0,1248.0,26.59,13.345506928718539
62.0,995.0,18.0,12.013700752882718
83.8,1461.0,21.04,13.45166712454693
81.83,1197.0,18.6,13.081541382884074
88.5,1248.0,24.52,13.592367006650065
74.0,1248.0,25.2,13.296316684527767
46.3,796.0,19.7,12.206072645530174
72.4,2499.0,13.58,13.262125319779487
98.59,1498.0,22.77,13.345506928718539
82.4,1248.0,19.41689295516926,11.695247021764184
73.9,1248.0,19.3,12.676076274775909
66.6,1086.0,15.0,11.082142548877775
68.0,1998.0,14.8,11.918390573078392
72.0,999.0,20.0,13.270783382522602
86.8,1198.0,19.4,12.721885810807203
81.8,1197.0,22.0,13.38472764187182
138.1,2179.0,13.93,13.201174557828619
68.0,1388.0,16.6,12.206072645530174
55.2,814.0,21.1,12.542544882151386
81.8,1197.0,21.21,13.217673557208654
81.86,1197.0,20.7,13.422467969854667
86.8,1196.0,18.16,13.017002861746503
67.0,999.0,22.5,12.611537753638338
68.0,1399.0,20.0,11.77528972943772
74.0,1248.0,22.3,11.77528972943772
67.04,998.0,20.51,12.765688433465597
86.7,1198.0,17.8,13.279367126213993
83.14,1461.0,19.87,13.652991628466498
105.0,2498.0,16.55,13.710150042306449
190.0,1995.0,22.69,14.580978400103845
74.0,1248.0,28.4,13.41652441595382
75.0,1248.0,17.8,12.072541252905651
100.6,2494.0,12.99,13.710150042306449
103.6,1197.0,17.2,13.422467969854667
57.6,936.0,25.44,12.206072645530174
88.5,1248.0,25.1,13.444446876573442
74.0,1248.0,25.2,13.060487973686241
100.6,2494.0,12.99,13.721199878493033
214.56,2487.0,22.37,15.454507272639919
69.01,1405.0,19.09,12.611537753638338
88.5,1248.0,26.21,13.304684934198283
88.76,1199.0,19.0,13.565766324852886
74.0,1248.0,23.4,13.102160670086809
88.76,1199.0,19.0,13.565766324852886
63.0,2523.0,13.6,12.821258284620408
53.3,799.0,25.17,12.765688433465597
88.7,1498.0,23.5,12.873902018105829
183.0,1991.0,15.04,14.75160391713461
84.0,1199.0,23.84,12.959844447906553
82.0,1197.0,18.9,13.122363377404328
74.0,1199.0,16.2,12.86099861326992
67.04,1364.0,23.59,13.38472764187182
73.97,1186.0,24.0,13.458835614025542
112.0,2498.0,14.0,11.9891596439666
140.0,2179.0,16.0,14.22097566607244
126.2,1582.0,19.67,13.652991628466498
74.0,1248.0,26.59,13.17115354157376
68.07,1086.0,20.3,12.983099011217604
81.8,1197.0,22.0,13.38472764187182
75.0,2523.0,14.0,13.017002861746503
98.6,1498.0,25.5,13.815510557964274
74.0,1248.0,25.2,13.17115354157376
147.9,1991.0,18.3,12.429216196844383
117.3,1497.0,15.4,13.764217263576723
67.1,998.0,18.9,12.837344422372032
88.76,1248.0,20.77,13.215853720491667
88.76,1248.0,20.77,13.38472764187182
85.8,1197.0,18.5,12.524526376648708
62.1,2523.0,15.96,13.17115354157376
102.0,2494.0,12.8,13.38472764187182
67.0,999.0,23.01,12.793859310432293
116.3,1497.0,16.8,13.235692062711331
140.0,2179.0,16.0,13.9108207377686
126.32,1582.0,22.32,13.017002861746503
67.05,998.0,23.95,12.2783933071098
93.7,1373.0,16.02,12.955127458028414
187.74,1995.0,22.48,13.790192749979985
98.59,1498.0,22.77,13.304684934198283
82.4,1248.0,19.41689295516926,11.918390573078392
67.1,998.0,18.9,12.206072645530174
163.2,1781.0,12.3,13.500799813124575
69.01,1405.0,19.09,13.017002861746503
67.04,998.0,23.1,12.959844447906553
75.0,1248.0,17.8,12.429216196844383
177.0,1999.0,13.6,14.812828128480803
66.1,998.0,19.0,12.206072645530174
74.0,1248.0,23.4,13.081541382884074
83.8,1461.0,19.87,13.190022025878143
65.0,1461.0,19.2,12.072541252905651
67.0,1198.0,20.63,11.918390573078392
75.0,1199.0,20.86,12.736700896592344
81.86,1197.0,18.9,13.180632285528304
82.4,1248.0,19.41689295516926,12.429216196844383
82.85,1197.0,18.5,12.676076274775909
67.04,998.0,20.51,12.994530005894443
46.3,796.0,19.7,12.154779351142624
67.1,998.0,18.9,12.4130868149145
88.8,1248.0,21.12,11.918390573078392
70.0,1405.0,19.1,12.254862809699606
67.04,998.0,20.51,12.873902018105829
157.7,2494.0,19.16,14.508657738524219
190.0,1995.0,16.78,15.501909511534503
55.2,814.0,21.1,12.429216196844383
88.76,1396.0,21.27,13.038979594549872
88.73,1396.0,21.19,13.480037821676145
75.0,1248.0,20.3,12.429216196844383
99.0,1498.0,25.83,13.122363377404328
152.87,2179.0,15.1,13.9108207377686
76.8,1199.0,18.6,12.611537753638338
55.2,814.0,21.1,12.180754837545884
88.7,1396.0,24.8,13.038979594549872
37.5,624.0,25.4,12.013700752882718
46.3,796.0,19.7,11.350406535472453
68.05,1086.0,19.81,12.611537753638338
126.2,1582.0,19.67,13.864300722133706
83.1,1197.0,21.4,13.353475098367715
88.73,1396.0,22.54,13.180632285528304
73.0,1196.0,15.37,11.982929094215963
89.75,1498.0,25.01,13.38472764187182
120.0,1997.0,15.4,13.815510557964274
47.3,796.0,24.7,12.611537753638338
90.0,1396.0,23.0,12.765688433465597
81.8,1197.0,22.0,13.38472764187182
190.0,1995.0,16.78,15.520258650202699
75.0,1248.0,21.2,12.611537753638338
100.0,1493.0,17.21,12.323855681186558
67.1,998.0,18.9,11.84939770159144
112.0,2498.0,14.0,11.918390573078392
190.0,1995.0,16.78,15.520258650202699
67.04,998.0,23.1,13.091902108061824
121.36,1497.0,17.0,13.721199878493033
